track_id,track_name,primary_artist_name,album_release_year,track_popularity,popularity_bin,n_ratings_track,p_empirical,p_artist,n_artist,p_year,n_year,p_popularity,n_popularity,p_artist_genre,n_artist_genre,p_mood_timbre,n_mood_timbre,p_dance_party,n_dance_party,p_instrumental_electronic,n_instrumental_electronic,n_feature_support,p_feature_weighted,p_final,p_global,method
1hewNsVmijBqjKvFRQfk4m,bad guy,Billie Eilish,2021,24,Low,9,0.36363636363636365,0.3815789473684211,150,0.1435114503816794,653,0.057971014492753624,136,0.3815789473684211,150,0.3057779701363341,4619,0.3248459958932238,4868,0.29694621695533274,4386,14962,0.30158111505624696,0.3016288449401354,0.3328613077884215,mixed
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,2015,87,High,10,0.08333333333333333,0.30246913580246915,160,0.39804469273743015,714,0.35250295266648496,11005,0.30246913580246915,160,0.3057779701363341,4619,0.3248459958932238,4868,0.35392938496583143,3510,25036,0.30158111505624696,0.08333333333333333,0.3328613077884215,empirical
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,2002,87,High,4,0.3333333333333333,0.136986301369863,71,0.37745098039215685,202,0.35250295266648496,11005,0.136986301369863,71,0.3419047619047619,1048,0.39124579124579123,2968,0.35392938496583143,3510,18875,0.35691786899241823,0.356906504968874,0.3328613077884215,mixed
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,2017,84,High,7,0.1111111111111111,0.18181818181818182,86,0.3100401606425703,1243,0.35250295266648496,11005,0.18181818181818182,86,0.3057779701363341,4619,0.3105590062111801,3862,0.29694621695533274,4386,25287,0.32467734198451403,0.3246198721696018,0.3328613077884215,mixed
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,2013,87,High,12,0.7857142857142857,0.7307692307692307,76,0.5323886639676113,492,0.35250295266648496,11005,0.7307692307692307,76,0.3057779701363341,4619,0.3248459958932238,4868,0.29694621695533274,4386,25522,0.32467734198451403,0.7857142857142857,0.3328613077884215,empirical
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,2014,85,High,2,0.25,0.037037037037037035,25,0.5425709515859767,597,0.35250295266648496,11005,0.037037037037037035,25,0.3506040268456376,3723,0.3248459958932238,4868,0.29694621695533274,4386,24629,0.340820962947133,0.3408119751964353,0.3328613077884215,mixed
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,DJ Snake,2016,87,High,8,0.7,0.36585365853658536,39,0.3399532710280374,854,0.35250295266648496,11005,0.36585365853658536,39,0.3506040268456376,3723,0.3248459958932238,4868,0.35392938496583143,3510,24038,0.34641169471255934,0.34652648099733374,0.3328613077884215,mixed
2pUpNOgJBIBCcjyQZQ00qU,Let Her Go,Passenger,2013,76,High,6,0.75,0.75,6,0.5323886639676113,492,0.35250295266648496,11005,0.75,6,0.3506040268456376,3723,0.39124579124579123,2968,0.35257548845470693,3376,21576,0.36183791294194595,0.36193907971653394,0.3328613077884215,mixed
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana,2017,85,High,6,0.25,0.25,6,0.3100401606425703,1243,0.35250295266648496,11005,0.25,6,0.3057779701363341,4619,0.3105590062111801,3862,0.35392938496583143,3510,24251,0.33490201656857405,0.3348806014827138,0.3328613077884215,mixed
3GCdLUSnKSMJhs4Tj6CV3s,"All The Stars (with SZA) - From ""Black Panther: The Album""",Kendrick Lamar,2018,90,High,10,0.16666666666666666,0.18181818181818182,86,0.231369150779896,1152,0.35250295266648496,11005,0.18181818181818182,86,0.3506040268456376,3723,0.3105590062111801,3862,0.29694621695533274,4386,24300,0.33490201656857405,0.16666666666666666,0.3328613077884215,empirical
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,Shawn Mendes,2017,86,High,12,0.6428571428571429,0.4594594594594595,72,0.3100401606425703,1243,0.35250295266648496,11005,0.4594594594594595,72,0.3506040268456376,3723,0.3105590062111801,3862,0.29694621695533274,4386,24363,0.33490201656857405,0.6428571428571429,0.3328613077884215,empirical
4ml4WlnHDEpOK8HRVYTCWf,drivers license,Olivia Rodrigo,2021,63,High,10,0.16666666666666666,0.2,73,0.1435114503816794,653,0.35250295266648496,11005,0.203125,62,0.3506040268456376,3723,0.39124579124579123,2968,0.35257548845470693,3376,21860,0.33490201656857405,0.16666666666666666,0.3328613077884215,empirical
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator",2017,89,High,5,0.14285714285714285,0.029411764705882353,32,0.3100401606425703,1243,0.35250295266648496,11005,0.029411764705882353,32,0.3057779701363341,4619,0.3248459958932238,4868,0.29694621695533274,4386,26185,0.32700753630180857,0.32697350633235445,0.3328613077884215,mixed
4CeeEOM32jQcH3eN9Q2dGj,Smells Like Teen Spirit,Nirvana,1991,84,High,7,0.2222222222222222,0.22580645161290322,29,0.09722222222222222,70,0.35250295266648496,11005,0.22580645161290322,29,0.3057779701363341,4619,0.18122977346278318,307,0.29694621695533274,4386,20445,0.3262251936827081,0.32619123111221615,0.3328613077884215,mixed
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,2002,88,High,8,0.6,0.3829787234042553,92,0.37745098039215685,202,0.35250295266648496,11005,0.3829787234042553,92,0.3523118074130684,2615,0.39124579124579123,2968,0.35257548845470693,3376,20350,0.35866433456091523,0.3587528035120397,0.3328613077884215,mixed
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Shawn Mendes,2017,87,High,11,0.5384615384615384,0.4594594594594595,72,0.3100401606425703,1243,0.35250295266648496,11005,0.4594594594594595,72,0.3506040268456376,3723,0.3105590062111801,3862,0.35257548845470693,3376,23353,0.35866433456091523,0.5384615384615384,0.3328613077884215,empirical
4yBiZFLXn0n9AUJ5sWO88k,Wonderwall,Oasis,2011,61,High,8,0.3,0.35,18,0.5172413793103449,288,0.35250295266648496,11005,0.35,18,0.3523118074130684,2615,0.39124579124579123,2968,0.35257548845470693,3376,20288,0.3604923051295972,0.36046166466130464,0.3328613077884215,mixed
4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,2021,82,High,5,0.2857142857142857,0.2,73,0.1435114503816794,653,0.35250295266648496,11005,0.203125,62,0.3419047619047619,1048,0.3105590062111801,3862,0.35257548845470693,3376,20079,0.33608183736256525,0.33606850102260644,0.3328613077884215,mixed
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Elton John,2021,81,High,7,0.3333333333333333,0.16666666666666666,34,0.1435114503816794,653,0.35250295266648496,11005,0.16666666666666666,34,0.3506040268456376,3723,0.3105590062111801,3862,0.29694621695533274,4386,23697,0.32879316902882333,0.32879536724247643,0.3328613077884215,mixed
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,2020,86,High,6,0.25,0.30246913580246915,160,0.17761557177615572,820,0.35250295266648496,11005,0.30246913580246915,160,0.3506040268456376,3723,0.3248459958932238,4868,0.29694621695533274,4386,25122,0.3308163238622588,0.33079743892000524,0.3328613077884215,mixed
7BqHUALzNBTanL6OvsqmC1,Happier,Marshmello,2018,82,High,16,0.2777777777777778,0.2033898305084746,57,0.231369150779896,1152,0.35250295266648496,11005,0.2033898305084746,57,0.3506040268456376,3723,0.3105590062111801,3862,0.35257548845470693,3376,23232,0.3308163238622588,0.2777777777777778,0.3328613077884215,empirical
0BxE4FqsDD1Ot4YuBXwAPp,505,Arctic Monkeys,2007,86,High,13,0.6666666666666666,0.7307692307692307,76,0.5084175084175084,295,0.35250295266648496,11005,0.7307692307692307,76,0.3057779701363341,4619,0.3105590062111801,3862,0.35392938496583143,3510,23443,0.3308163238622588,0.6666666666666666,0.3328613077884215,empirical
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,2018,82,High,7,0.1111111111111111,0.16363636363636364,53,0.231369150779896,1152,0.35250295266648496,11005,0.16363636363636364,53,0.3057779701363341,4619,0.3105590062111801,3862,0.29694621695533274,4386,25130,0.32142270295793524,0.3213664275793648,0.3328613077884215,mixed
4UKJUbcuStnnxLeJmVJsSc,Lean On,Major Lazer,2015,64,High,5,0.42857142857142855,0.5238095238095238,19,0.39804469273743015,714,0.35250295266648496,11005,0.5238095238095238,19,0.3057779701363341,4619,0.3105590062111801,3862,0.29694621695533274,4386,24624,0.3288484255264444,0.32886947924565746,0.3328613077884215,mixed
4rmFRTmHa2bWUmMLIRVEXQ,Uptown Funk,Mark Ronson,2017,52,Medium,10,0.08333333333333333,0.22857142857142856,33,0.3100401606425703,1243,0.12817551963048499,864,0.22857142857142856,33,0.3506040268456376,3723,0.3105590062111801,3862,0.35392938496583143,3510,13268,0.3288484255264444,0.08333333333333333,0.3328613077884215,empirical
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,1978,82,High,5,0.14285714285714285,0.14705882352941177,66,0.038461538461538464,24,0.35250295266648496,11005,0.16981132075471697,51,0.3523118074130684,2615,0.18122977346278318,307,0.35257548845470693,3376,17444,0.3477320143590636,0.3476690716522371,0.3328613077884215,mixed
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,2003,87,High,12,0.35714285714285715,0.3855421686746988,81,0.4146341463414634,121,0.35250295266648496,11005,0.3855421686746988,81,0.3419047619047619,1048,0.3105590062111801,3862,0.29694621695533274,4386,20584,0.3477320143590636,0.35714285714285715,0.3328613077884215,empirical
3ee8Jmje8o58CHK66QrVC2,SAD!,XXXTENTACION,2018,79,High,0,,0.046875,62,0.231369150779896,1152,0.35250295266648496,11005,0.044444444444444446,43,0.3057779701363341,4619,0.18122977346278318,307,0.29694621695533274,4386,21574,0.3208091781743966,0.32081197047540533,0.3328613077884215,feature_agg
7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,Guns N' Roses,1987,87,High,5,0.14285714285714285,0.045454545454545456,42,0.06060606060606061,31,0.35250295266648496,11005,0.045454545454545456,42,0.3057779701363341,4619,0.18122977346278318,307,0.35257548845470693,3376,19422,0.33690331119415157,0.33685234686057564,0.3328613077884215,mixed
70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,1993,91,High,2,0.25,0.1875,14,0.17391304347826086,21,0.35250295266648496,11005,0.1875,14,0.3057779701363341,4619,0.3105590062111801,3862,0.29694621695533274,4386,23921,0.32617208662826475,0.3261671180504354,0.3328613077884215,mixed
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,2017,78,High,8,0.1,0.046875,62,0.3100401606425703,1243,0.35250295266648496,11005,0.044444444444444446,43,0.3506040268456376,3723,0.39124579124579123,2968,0.35257548845470693,3376,22420,0.35353672926496615,0.35344171384524237,0.3328613077884215,mixed
3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,Adele,2011,81,High,8,0.6,0.5958904109589042,144,0.5172413793103449,288,0.35250295266648496,11005,0.5958904109589042,144,0.3523118074130684,2615,0.39124579124579123,2968,0.35257548845470693,3376,20540,0.3638109877049796,0.363895383895628,0.3328613077884215,mixed
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,2017,81,High,11,0.46153846153846156,0.31666666666666665,58,0.3100401606425703,1243,0.35250295266648496,11005,0.31666666666666665,58,0.3523118074130684,2615,0.3105590062111801,3862,0.29694621695533274,4386,23227,0.3638109877049796,0.46153846153846156,0.3328613077884215,empirical
3EWaR09H3TkRgaLTIheYFr,XO Tour Llif3,Lil Uzi Vert,2017,55,Medium,9,0.09090909090909091,0.12,23,0.3100401606425703,1243,0.12817551963048499,864,0.12,23,0.3057779701363341,4619,0.3105590062111801,3862,0.29694621695533274,4386,15020,0.2939995492637279,0.2938909096433123,0.3328613077884215,mixed
1XGmzt0PVuFgQYYnV2It7A,Payphone,Maroon 5,2012,85,High,4,0.16666666666666666,0.22727272727272727,64,0.5325443786982249,505,0.35250295266648496,11005,0.22950819672131148,59,0.3523118074130684,2615,0.3105590062111801,3862,0.29694621695533274,4386,22496,0.3378106695184031,0.337779153864604,0.3328613077884215,mixed
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,2017,82,High,20,0.4090909090909091,0.39361702127659576,92,0.3100401606425703,1243,0.35250295266648496,11005,0.39361702127659576,92,0.3506040268456376,3723,0.3248459958932238,4868,0.35257548845470693,3376,24399,0.3378106695184031,0.4090909090909091,0.3328613077884215,empirical
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,2014,82,High,12,0.7857142857142857,0.39361702127659576,92,0.5425709515859767,597,0.35250295266648496,11005,0.39361702127659576,92,0.3506040268456376,3723,0.3248459958932238,4868,0.35257548845470693,3376,23753,0.3378106695184031,0.7857142857142857,0.3328613077884215,empirical
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila Cabello,2018,80,High,8,0.4,0.3191489361702128,45,0.231369150779896,1152,0.35250295266648496,11005,0.3191489361702128,45,0.3057779701363341,4619,0.3248459958932238,4868,0.29694621695533274,4386,26120,0.32429923996896604,0.3243240502394595,0.3328613077884215,mixed
4cktbXiXOapiLBMprHFErI,Memories,Maroon 5,2021,83,High,5,0.2857142857142857,0.22727272727272727,64,0.1435114503816794,653,0.35250295266648496,11005,0.2857142857142857,5,0.3506040268456376,3723,0.39124579124579123,2968,0.35257548845470693,3376,21794,0.3508208050037855,0.3508017584073201,0.3328613077884215,mixed
6FZDfxM3a3UCqtzo5pxSLZ,Without Me,Halsey,2020,83,High,8,0.1,0.2,18,0.17761557177615572,820,0.35250295266648496,11005,0.2,18,0.3057779701363341,4619,0.3248459958932238,4868,0.29694621695533274,4386,25734,0.32362950145213,0.32356181428059183,0.3328613077884215,mixed
1lbXEepatjRVjoG8pZMtdp,Dreams,Fleetwood Mac,1988,67,High,2,0.25,0.043478260869565216,21,0.20689655172413793,27,0.35250295266648496,11005,0.043478260869565216,21,0.3523118074130684,2615,0.3248459958932238,4868,0.29694621695533274,4386,22943,0.3352550365353728,0.33524708608587794,0.3328613077884215,mixed
7J1uxwnxfQLu4APicE5Rnj,Billie Jean,Michael Jackson,1982,85,High,2,0.25,0.3939393939393939,31,0.11764705882352941,15,0.35250295266648496,11005,0.3939393939393939,31,0.3057779701363341,4619,0.3248459958932238,4868,0.29694621695533274,4386,24955,0.3286562098338007,0.3286507504951573,0.3328613077884215,mixed
